@relation  saggedV+AngleChange+NegSeq

@attribute v_sag_1 numeric
@attribute delta_v numeric
@attribute sub_phase_2_1 numeric
@attribute sub_phase_3_2 numeric
@attribute class {ground, line, phase, nofault}
@data
0.9922, 0.0029, 0.0045, 0.0021, ground
0.9922, 0.0029, 0.0052, 0.0001, ground
0.9922, 0.0029, 0.0051, 0.0001, ground
0.9922, 0.0029, 0.0052, 0.0001, ground
0.9925, 0.0029, 0.0035, 0.0028, ground
0.9921, 0.0029, 0.0054, 0.0005, ground
0.9923, 0.0028, 0.0044, 0.0021, ground
0.9921, 0.0028, 0.0053, 0.0007, ground
0.9922, 0.0028, 0.0053, 0.0002, ground
0.9923, 0.0028, 0.0051, 0.0004, ground
0.9923, 0.0028, 0.0042, 0.0031, ground
0.992, 0.0028, 0.0058, 0.0007, ground
0.9923, 0.0028, 0.0042, 0.0032, ground
0.9931, 0.0028, 0.0022, 0.0038, line
0.9924, 0.0028, 0.0044, 0.0011, ground
0.9931, 0.0028, 0.0023, 0.0037, line
0.9924, 0.0028, 0.0044, 0.0012, ground
0.9924, 0.0028, 0.0044, 0.002, ground
0.9921, 0.0028, 0.0057, 0.0006, ground
0.9928, 0.0028, 0.0029, 0.0039, ground
0.9931, 0.0028, 0.0022, 0.0044, ground
0.9924, 0.0028, 0.0044, 0.002, ground
0.9924, 0.0028, 0.0043, 0.0021, ground
0.9922, 0.0028, 0.0056, 0.0002, ground
0.9929, 0.0028, 0.0028, 0.0038, ground
0.9932, 0.0028, 0.0022, 0.0038, line
0.9932, 0.0028, 0.0021, 0.0039, line
0.9924, 0.0028, 0.0043, 0.002, ground
0.9929, 0.0028, 0.0028, 0.0039, ground
0.9926, 0.0028, 0.0043, 0.0011, ground
0.993, 0.0028, 0.0027, 0.0039, ground
0.9925, 0.0028, 0.0043, 0.0017, ground
0.9925, 0.0028, 0.0043, 0.0017, ground
0.9937, 0.0027, 0.001, 0.0041, line
0.9923, 0.0027, 0.0058, 0.0, ground
0.9923, 0.0027, 0.0058, 0.0001, ground
0.9938, 0.0027, 0.0009, 0.0042, line
0.9923, 0.0027, 0.0055, 0.0004, ground
0.9925, 0.0027, 0.0049, 0.0004, ground
0.9925, 0.0027, 0.0049, 0.0005, ground
0.9923, 0.0027, 0.0055, 0.0004, ground
0.9926, 0.0027, 0.0041, 0.003, ground
0.9926, 0.0027, 0.0049, 0.0005, ground
0.9926, 0.0027, 0.0049, 0.0005, ground
0.9923, 0.0027, 0.0055, 0.0003, ground
0.9924, 0.0027, 0.0055, 0.0004, ground
0.9929, 0.0026, 0.0041, 0.0013, ground
0.9932, 0.0026, 0.0028, 0.0035, ground
0.9927, 0.0026, 0.005, 0.0006, ground
0.9932, 0.0026, 0.003, 0.0034, ground
0.9932, 0.0026, 0.0029, 0.0034, ground
0.9937, 0.0026, 0.0017, 0.0038, line
0.9929, 0.0026, 0.004, 0.002, ground
0.9927, 0.0026, 0.005, 0.0005, ground
0.9928, 0.0026, 0.0049, 0.0005, ground
0.9938, 0.0026, 0.0015, 0.0039, line
0.9933, 0.0026, 0.0028, 0.0034, ground
0.9928, 0.0026, 0.0049, 0.0005, ground
0.9928, 0.0026, 0.0048, 0.0007, ground
0.9927, 0.0026, 0.0049, 0.0011, ground
0.993, 0.0026, 0.0043, 0.0009, ground
0.993, 0.0026, 0.004, 0.0019, ground
0.9928, 0.0026, 0.0048, 0.0012, ground
0.9928, 0.0026, 0.005, 0.0004, ground
0.9929, 0.0025, 0.0047, 0.0006, ground
0.9931, 0.0025, 0.0039, 0.0013, ground
0.9929, 0.0025, 0.005, 0.0004, ground
0.9929, 0.0025, 0.0049, 0.0006, ground
0.9929, 0.0025, 0.0049, 0.0006, ground
0.9931, 0.0025, 0.004, 0.0016, ground
0.9931, 0.0025, 0.004, 0.0016, ground
0.9931, 0.0025, 0.0041, 0.0015, ground
0.9931, 0.0025, 0.004, 0.0016, ground
0.9933, 0.0025, 0.0038, 0.001, ground
0.9933, 0.0025, 0.0038, 0.0011, ground
0.9932, 0.0025, 0.0039, 0.0016, ground
0.9934, 0.0025, 0.003, 0.0038, ground
0.9934, 0.0025, 0.003, 0.0035, ground
0.9934, 0.0025, 0.003, 0.0035, ground
0.993, 0.0025, 0.0046, 0.0015, ground
0.9933, 0.0025, 0.0037, 0.002, ground
0.9934, 0.0025, 0.003, 0.0035, ground
0.9935, 0.0025, 0.003, 0.0035, ground
0.9932, 0.0025, 0.004, 0.0015, ground
0.9933, 0.0025, 0.0037, 0.0019, ground
0.9934, 0.0025, 0.0038, 0.0012, ground
0.9934, 0.0025, 0.0035, 0.0023, ground
0.993, 0.0025, 0.0052, 0.0, ground
0.9933, 0.0025, 0.0037, 0.0019, ground
0.9933, 0.0025, 0.0046, 0.0001, ground
0.9934, 0.0024, 0.0038, 0.0017, ground
0.9931, 0.0024, 0.0053, 0.0, ground
0.9934, 0.0024, 0.0035, 0.0022, ground
0.9932, 0.0024, 0.0044, 0.0014, ground
0.9933, 0.0024, 0.0045, 0.0001, ground
0.9933, 0.0024, 0.0045, 0.0007, ground
0.9932, 0.0024, 0.0041, 0.002, ground
0.9933, 0.0024, 0.0045, 0.0007, ground
0.9935, 0.0024, 0.0037, 0.0013, ground
0.9932, 0.0024, 0.0047, 0.0006, ground
0.9932, 0.0024, 0.0048, 0.0004, ground
0.9932, 0.0024, 0.0045, 0.0013, ground
0.9933, 0.0024, 0.004, 0.002, ground
0.9936, 0.0024, 0.0035, 0.0016, ground
0.9936, 0.0024, 0.0035, 0.0014, ground
0.9936, 0.0024, 0.0034, 0.0015, ground
0.9934, 0.0024, 0.0041, 0.0019, ground
0.9936, 0.0024, 0.0039, 0.001, ground
0.9936, 0.0024, 0.0037, 0.0017, ground
0.9936, 0.0024, 0.0038, 0.0016, ground
0.9936, 0.0023, 0.004, 0.001, ground
0.9937, 0.0023, 0.0036, 0.0013, ground
0.9943, 0.0023, 0.0018, 0.0043, ground
0.9937, 0.0023, 0.0035, 0.0013, ground
0.9937, 0.0023, 0.0035, 0.0015, ground
0.9938, 0.0023, 0.0035, 0.0016, ground
0.9939, 0.0023, 0.003, 0.0025, ground
0.9935, 0.0023, 0.0048, 0.0001, ground
0.9938, 0.0023, 0.0037, 0.0005, ground
0.9935, 0.0023, 0.0047, 0.0001, ground
0.9939, 0.0023, 0.0034, 0.0013, ground
0.9939, 0.0023, 0.0033, 0.0013, ground
0.9939, 0.0023, 0.0033, 0.0015, ground
0.9939, 0.0023, 0.0036, 0.0006, ground
0.9939, 0.0023, 0.0033, 0.0015, ground
0.9939, 0.0023, 0.0031, 0.0028, ground
0.994, 0.0023, 0.003, 0.003, ground
0.9938, 0.0023, 0.0035, 0.002, ground
0.9938, 0.0022, 0.0039, 0.0014, ground
0.9938, 0.0022, 0.0038, 0.0014, ground
0.9941, 0.0022, 0.0026, 0.0031, ground
0.9939, 0.0022, 0.0037, 0.0009, ground
0.9942, 0.0022, 0.0025, 0.0032, ground
0.9942, 0.0022, 0.0025, 0.0031, ground
0.9939, 0.0022, 0.0039, 0.0006, ground
0.9939, 0.0022, 0.0042, 0.0003, ground
0.9939, 0.0022, 0.0042, 0.0004, ground
0.994, 0.0022, 0.0039, 0.0005, ground
0.994, 0.0022, 0.0038, 0.0006, ground
0.994, 0.0022, 0.0038, 0.0007, ground
0.994, 0.0022, 0.0038, 0.0005, ground
0.9938, 0.0022, 0.0045, 0.0005, ground
0.994, 0.0022, 0.0038, 0.0005, ground
0.9941, 0.0022, 0.0037, 0.0004, ground
0.994, 0.0022, 0.0039, 0.0005, ground
0.9942, 0.0022, 0.0026, 0.0032, ground
0.9941, 0.0022, 0.0037, 0.0003, ground
0.9944, 0.0022, 0.0029, 0.0008, ground
0.9943, 0.0022, 0.0025, 0.0033, ground
0.9938, 0.0022, 0.0044, 0.0005, ground
0.9941, 0.0022, 0.0037, 0.0003, ground
0.9938, 0.0022, 0.0047, 0.0001, ground
0.9938, 0.0022, 0.0047, 0.0001, ground
0.994, 0.0022, 0.0037, 0.0012, ground
0.9941, 0.0021, 0.0038, 0.0011, ground
0.9946, 0.0021, 0.002, 0.0035, ground
0.9939, 0.0021, 0.0044, 0.0005, ground
0.9943, 0.0021, 0.0035, 0.0003, ground
0.9943, 0.0021, 0.0035, 0.0004, ground
0.994, 0.0021, 0.0044, 0.0005, ground
0.9945, 0.0021, 0.0029, 0.0006, ground
0.9943, 0.0021, 0.0033, 0.0012, ground
0.9941, 0.0021, 0.0042, 0.0002, ground
0.9941, 0.0021, 0.0042, 0.0002, ground
0.9943, 0.0021, 0.0034, 0.0008, ground
0.9945, 0.0021, 0.0025, 0.0028, ground
0.9943, 0.0021, 0.0034, 0.0008, ground
0.9941, 0.0021, 0.0042, 0.0002, ground
0.9943, 0.0021, 0.0034, 0.0008, ground
0.9943, 0.0021, 0.0034, 0.0009, ground
0.9941, 0.0021, 0.0044, 0.0001, ground
0.9942, 0.0021, 0.0042, 0.0002, ground
0.9944, 0.0021, 0.0035, 0.0003, ground
0.9941, 0.0021, 0.0044, 0.0002, ground
0.9944, 0.0021, 0.0035, 0.0003, ground
0.9948, 0.0021, 0.002, 0.0042, ground
0.9942, 0.0021, 0.0043, 0.0001, ground
0.9944, 0.0021, 0.0036, 0.0007, ground
0.9942, 0.0021, 0.0044, 0.0, ground
0.9944, 0.002, 0.0035, 0.0007, ground
0.9947, 0.002, 0.0021, 0.0034, ground
0.9946, 0.002, 0.0029, 0.0011, ground
0.9943, 0.002, 0.0036, 0.0009, ground
0.9942, 0.002, 0.0042, 0.0005, ground
0.9947, 0.002, 0.0021, 0.0033, ground
0.9947, 0.002, 0.0028, 0.001, ground
0.9945, 0.002, 0.0033, 0.0005, ground
0.9947, 0.002, 0.0022, 0.0033, ground
0.9944, 0.002, 0.0036, 0.0009, ground
0.9944, 0.002, 0.0038, 0.0, ground
0.9942, 0.002, 0.0042, 0.0004, ground
0.9948, 0.002, 0.0021, 0.0033, ground
0.9946, 0.002, 0.0027, 0.0026, ground
0.9944, 0.002, 0.0036, 0.0009, ground
0.9944, 0.002, 0.0035, 0.0009, ground
0.9951, 0.002, 0.0014, 0.0029, line
0.9946, 0.002, 0.0029, 0.0016, ground
0.9947, 0.002, 0.0027, 0.0014, ground
0.9945, 0.002, 0.0038, 0.0003, ground
0.9947, 0.002, 0.0028, 0.0014, ground
0.9947, 0.002, 0.0028, 0.0013, ground
0.9946, 0.002, 0.0033, 0.0005, ground
0.9947, 0.002, 0.0028, 0.0013, ground
0.9946, 0.002, 0.0032, 0.0007, ground
0.9945, 0.002, 0.0037, 0.0003, ground
0.9952, 0.002, 0.0014, 0.0028, line
0.9946, 0.002, 0.0033, 0.0006, ground
0.9946, 0.002, 0.003, 0.0015, ground
0.9945, 0.002, 0.0038, 0.0001, ground
0.9946, 0.002, 0.0031, 0.0016, ground
0.9946, 0.002, 0.0038, 0.0001, ground
0.9946, 0.002, 0.0031, 0.0015, ground
0.9947, 0.002, 0.0029, 0.0013, ground
0.9946, 0.002, 0.0038, 0.0001, ground
0.9945, 0.002, 0.0039, 0.0001, ground
0.9945, 0.002, 0.004, 0.0001, ground
0.9946, 0.002, 0.0038, 0.0001, ground
0.9947, 0.002, 0.0034, 0.0005, ground
0.9947, 0.002, 0.0031, 0.0014, ground
0.9947, 0.002, 0.0031, 0.0015, ground
0.9947, 0.002, 0.0034, 0.0005, ground
0.9947, 0.0019, 0.003, 0.0013, ground
0.9947, 0.0019, 0.0034, 0.0006, ground
0.9947, 0.0019, 0.0033, 0.0006, ground
0.9947, 0.0019, 0.0031, 0.0008, ground
0.9946, 0.0019, 0.0034, 0.0012, ground
0.9947, 0.0019, 0.0033, 0.0007, ground
0.9948, 0.0019, 0.0029, 0.0013, ground
0.9947, 0.0019, 0.003, 0.0015, ground
0.9947, 0.0019, 0.003, 0.0015, ground
0.9949, 0.0019, 0.0026, 0.0014, ground
0.9949, 0.0019, 0.0027, 0.0013, ground
0.9945, 0.0019, 0.0038, 0.0008, ground
0.9947, 0.0019, 0.0033, 0.0012, ground
0.9947, 0.0019, 0.0033, 0.0008, ground
0.9946, 0.0019, 0.0037, 0.0008, ground
0.9947, 0.0019, 0.0036, 0.0004, ground
0.9948, 0.0019, 0.0034, 0.0007, ground
0.9947, 0.0019, 0.0037, 0.0004, ground
0.9948, 0.0019, 0.0033, 0.0007, ground
0.9947, 0.0019, 0.0037, 0.0005, ground
0.9947, 0.0019, 0.0036, 0.0004, ground
0.9948, 0.0019, 0.003, 0.0013, ground
0.9951, 0.0019, 0.0023, 0.0027, ground
0.9951, 0.0019, 0.0023, 0.0027, ground
0.9949, 0.0019, 0.0031, 0.0011, ground
0.9948, 0.0018, 0.0038, 0.0, ground
0.9949, 0.0018, 0.0036, 0.0001, ground
0.9947, 0.0018, 0.0036, 0.0012, ground
0.9949, 0.0018, 0.0031, 0.0012, ground
0.9949, 0.0018, 0.0036, 0.0002, ground
0.9948, 0.0018, 0.0037, 0.0001, ground
0.995, 0.0018, 0.0032, 0.0004, ground
0.995, 0.0018, 0.003, 0.001, ground
0.995, 0.0018, 0.0031, 0.0004, ground
0.9949, 0.0018, 0.003, 0.0011, ground
0.995, 0.0018, 0.0029, 0.0014, ground
0.9949, 0.0018, 0.0034, 0.0007, ground
0.9951, 0.0018, 0.0031, 0.0004, ground
0.9952, 0.0018, 0.0026, 0.001, ground
0.9951, 0.0018, 0.0029, 0.0011, ground
0.9951, 0.0018, 0.0031, 0.0003, ground
0.9952, 0.0018, 0.0027, 0.001, ground
0.9951, 0.0018, 0.0031, 0.0004, ground
0.9951, 0.0018, 0.0032, 0.0003, ground
0.9948, 0.0018, 0.0038, 0.001, ground
0.995, 0.0018, 0.0035, 0.0005, ground
0.9951, 0.0018, 0.003, 0.0005, ground
0.995, 0.0018, 0.0029, 0.0014, ground
0.995, 0.0018, 0.0033, 0.0008, ground
0.995, 0.0018, 0.0035, 0.0001, ground
0.995, 0.0018, 0.0034, 0.0002, ground
0.995, 0.0018, 0.0034, 0.0002, ground
0.9951, 0.0018, 0.0029, 0.0013, ground
0.9949, 0.0018, 0.0035, 0.0005, ground
0.9953, 0.0018, 0.0024, 0.0012, ground
0.9951, 0.0018, 0.003, 0.0005, ground
0.9951, 0.0018, 0.0028, 0.001, ground
0.9952, 0.0018, 0.0025, 0.0022, ground
0.9953, 0.0018, 0.0024, 0.0012, ground
0.9952, 0.0018, 0.0031, 0.0003, ground
0.9953, 0.0018, 0.0024, 0.0012, ground
0.9951, 0.0018, 0.0028, 0.0012, ground
0.9952, 0.0018, 0.0024, 0.0021, ground
0.9951, 0.0018, 0.003, 0.001, ground
0.995, 0.0018, 0.0033, 0.0008, ground
0.9951, 0.0018, 0.0034, 0.0001, ground
0.9952, 0.0018, 0.0024, 0.0022, ground
0.995, 0.0018, 0.0032, 0.0008, ground
0.9951, 0.0018, 0.003, 0.0011, ground
0.9952, 0.0018, 0.0024, 0.0021, ground
0.9955, 0.0018, 0.0021, 0.0011, ground
0.9953, 0.0018, 0.0022, 0.0025, ground
0.9951, 0.0018, 0.003, 0.0011, ground
0.9955, 0.0018, 0.0019, 0.003, ground
0.9951, 0.0018, 0.0033, 0.0003, ground
0.9955, 0.0017, 0.0019, 0.003, ground
0.9955, 0.0017, 0.0019, 0.003, ground
0.9955, 0.0017, 0.0018, 0.003, ground
0.9957, 0.0017, 0.0014, 0.0025, ground
0.9953, 0.0017, 0.0028, 0.0007, ground
0.9952, 0.0017, 0.0032, 0.0003, ground
0.9951, 0.0017, 0.0035, 0.0001, ground
0.9954, 0.0017, 0.0024, 0.0015, ground
0.9952, 0.0017, 0.0033, 0.0003, ground
0.9954, 0.0017, 0.0021, 0.0024, ground
0.9951, 0.0017, 0.0036, 0.0, ground
0.9952, 0.0017, 0.0029, 0.0012, ground
0.9951, 0.0017, 0.0037, 0.0001, ground
0.9953, 0.0017, 0.0029, 0.0008, ground
0.9962, 0.0017, 0.0003, 0.0027, line
0.9957, 0.0017, 0.0014, 0.0025, ground
0.9955, 0.0017, 0.0021, 0.0025, ground
0.9952, 0.0017, 0.0035, 0.0001, ground
0.9954, 0.0017, 0.0024, 0.0014, ground
0.9955, 0.0017, 0.0021, 0.0025, ground
0.9952, 0.0017, 0.0035, 0.0, ground
0.9954, 0.0017, 0.0026, 0.0013, ground
0.9954, 0.0017, 0.0026, 0.0012, ground
0.9954, 0.0017, 0.0026, 0.0013, ground
0.9955, 0.0017, 0.0025, 0.0012, ground
0.9954, 0.0017, 0.0026, 0.0013, ground
0.9957, 0.0017, 0.0017, 0.0029, ground
0.9954, 0.0017, 0.0028, 0.0007, ground
0.9955, 0.0017, 0.0026, 0.0006, ground
0.9955, 0.0017, 0.0026, 0.0007, ground
0.9955, 0.0017, 0.0026, 0.0006, ground
0.9954, 0.0017, 0.0031, 0.0004, ground
0.9956, 0.0017, 0.0025, 0.0007, ground
0.9955, 0.0017, 0.0023, 0.0016, ground
0.9955, 0.0017, 0.0024, 0.0016, ground
0.9956, 0.0017, 0.0023, 0.0016, ground
0.9954, 0.0016, 0.003, 0.0003, ground
0.9956, 0.0016, 0.0023, 0.0017, ground
0.9958, 0.0016, 0.0017, 0.0028, ground
0.9955, 0.0016, 0.0029, 0.0009, ground
0.9955, 0.0016, 0.0029, 0.0009, ground
0.9953, 0.0016, 0.0037, 0.0003, ground
0.9957, 0.0016, 0.0021, 0.002, ground
0.9956, 0.0016, 0.0027, 0.0006, ground
0.9964, 0.0016, 0.0003, 0.0026, line
0.9956, 0.0016, 0.0025, 0.001, ground
0.9956, 0.0016, 0.0027, 0.0006, ground
0.9957, 0.0016, 0.0021, 0.002, ground
0.9956, 0.0016, 0.0027, 0.0005, ground
0.9957, 0.0016, 0.0023, 0.0013, ground
0.9955, 0.0016, 0.0031, 0.0002, ground
0.9953, 0.0016, 0.0038, 0.0004, ground
0.9957, 0.0016, 0.0022, 0.0013, ground
0.9956, 0.0016, 0.0028, 0.0005, ground
0.9956, 0.0016, 0.003, 0.0001, ground
0.9965, 0.0016, 0.0002, 0.0026, line
0.9956, 0.0016, 0.0028, 0.0004, ground
0.9957, 0.0016, 0.0022, 0.0013, ground
0.9955, 0.0016, 0.0033, 0.0001, ground
0.9957, 0.0016, 0.0022, 0.0013, ground
0.9957, 0.0016, 0.0022, 0.0014, ground
0.9957, 0.0016, 0.0022, 0.0013, ground
0.9956, 0.0016, 0.003, 0.0001, ground
0.9954, 0.0016, 0.0036, 0.0005, ground
0.9965, 0.0016, 0.0003, 0.0026, line
0.9956, 0.0016, 0.0029, 0.0003, ground
0.9956, 0.0016, 0.003, 0.0003, ground
0.9965, 0.0016, 0.0003, 0.0026, line
0.9955, 0.0016, 0.0033, 0.0, ground
0.9957, 0.0016, 0.0026, 0.0008, ground
0.9954, 0.0016, 0.0035, 0.0004, ground
0.9957, 0.0016, 0.0028, 0.0003, ground
0.9966, 0.0016, 0.0002, 0.0025, line
0.9957, 0.0016, 0.0027, 0.0003, ground
0.9966, 0.0016, 0.0002, 0.0026, line
0.9957, 0.0016, 0.0028, 0.0003, ground
0.9957, 0.0016, 0.0028, 0.0002, ground
0.9957, 0.0016, 0.0029, 0.0002, ground
0.9959, 0.0016, 0.002, 0.0012, ground
0.9959, 0.0016, 0.002, 0.0012, ground
0.9959, 0.0015, 0.002, 0.0011, ground
0.996, 0.0015, 0.0019, 0.0012, ground
0.9955, 0.0015, 0.0041, 0.0, ground
0.9959, 0.0015, 0.0024, 0.0007, ground
0.9959, 0.0015, 0.0024, 0.0006, ground
0.9959, 0.0015, 0.0025, 0.0003, ground
0.9959, 0.0015, 0.0022, 0.0009, ground
0.9959, 0.0015, 0.0024, 0.0008, ground
0.9959, 0.0015, 0.0026, 0.0003, ground
0.9959, 0.0015, 0.0023, 0.0008, ground
0.9959, 0.0015, 0.0023, 0.0008, ground
0.9959, 0.0015, 0.0022, 0.001, ground
0.9959, 0.0015, 0.0026, 0.0003, ground
0.9955, 0.0015, 0.0041, 0.0001, ground
0.9959, 0.0015, 0.0023, 0.0013, ground
0.9959, 0.0015, 0.0028, 0.0001, ground
0.996, 0.0015, 0.0024, 0.0005, ground
0.9961, 0.0015, 0.0017, 0.0019, ground
0.9959, 0.0015, 0.0026, 0.0002, ground
0.9959, 0.0015, 0.0029, 0.0001, ground
0.9959, 0.0015, 0.0022, 0.0014, ground
0.996, 0.0015, 0.0023, 0.0007, ground
0.9959, 0.0015, 0.0022, 0.0014, ground
0.9959, 0.0015, 0.0023, 0.0013, ground
0.9962, 0.0015, 0.0017, 0.0019, ground
0.996, 0.0015, 0.0024, 0.0006, ground
0.9961, 0.0014, 0.0026, 0.0001, ground
0.9961, 0.0014, 0.0026, 0.0002, ground
0.996, 0.0014, 0.0025, 0.0004, ground
0.9961, 0.0014, 0.0026, 0.0001, ground
0.9961, 0.0014, 0.0022, 0.0012, ground
0.9961, 0.0014, 0.0022, 0.0012, ground
0.9961, 0.0014, 0.0022, 0.0012, ground
0.996, 0.0014, 0.0028, 0.0001, ground
0.9961, 0.0014, 0.0023, 0.001, ground
0.996, 0.0014, 0.0028, 0.0001, ground
0.9962, 0.0014, 0.002, 0.0011, ground
0.9962, 0.0014, 0.0021, 0.0011, ground
0.9961, 0.0014, 0.0027, 0.0001, ground
0.996, 0.0014, 0.0029, 0.0, ground
0.9961, 0.0014, 0.0023, 0.0014, ground
0.9961, 0.0014, 0.0023, 0.0012, ground
0.9962, 0.0014, 0.0019, 0.0021, ground
0.9962, 0.0014, 0.0021, 0.0009, ground
0.9961, 0.0014, 0.0022, 0.0014, ground
0.9962, 0.0014, 0.0023, 0.0005, ground
0.9963, 0.0014, 0.002, 0.001, ground
0.9962, 0.0014, 0.0021, 0.0015, ground
0.9964, 0.0014, 0.0015, 0.0016, line
0.9962, 0.0014, 0.0022, 0.0014, ground
0.9962, 0.0014, 0.0025, 0.0002, ground
0.9962, 0.0014, 0.0026, 0.0002, ground
0.9962, 0.0014, 0.0026, 0.0002, ground
0.9962, 0.0014, 0.0023, 0.0012, ground
0.9962, 0.0014, 0.0025, 0.0002, ground
0.9963, 0.0014, 0.002, 0.002, ground
0.9964, 0.0014, 0.0016, 0.0017, ground
0.9965, 0.0014, 0.0015, 0.0015, line
0.9964, 0.0014, 0.0017, 0.0015, ground
0.9963, 0.0014, 0.002, 0.0014, ground
0.9964, 0.0014, 0.0018, 0.0011, ground
0.9963, 0.0014, 0.002, 0.0014, ground
0.9964, 0.0014, 0.0022, 0.0001, ground
0.9964, 0.0013, 0.0019, 0.0011, ground
0.9965, 0.0013, 0.0018, 0.0011, ground
0.9965, 0.0013, 0.0017, 0.0015, ground
0.9964, 0.0013, 0.002, 0.0011, ground
0.9965, 0.0013, 0.0017, 0.0015, ground
0.9965, 0.0013, 0.0018, 0.0013, ground
0.9965, 0.0013, 0.0019, 0.0012, ground
0.9962, 0.0013, 0.0031, 0.0001, ground
0.9965, 0.0013, 0.0019, 0.0012, ground
0.9964, 0.0013, 0.0021, 0.0009, ground
0.9965, 0.0013, 0.002, 0.0011, ground
0.9965, 0.0013, 0.0019, 0.0011, ground
0.9964, 0.0013, 0.0026, 0.0, ground
0.9964, 0.0013, 0.0025, 0.0001, ground
0.9965, 0.0013, 0.0023, 0.0004, ground
0.9966, 0.0013, 0.0015, 0.0017, ground
0.9964, 0.0013, 0.0022, 0.0008, ground
0.9965, 0.0013, 0.0022, 0.0004, ground
0.9963, 0.0013, 0.003, 0.0, ground
0.9966, 0.0013, 0.0015, 0.0017, ground
0.9965, 0.0013, 0.0025, 0.0002, ground
0.9966, 0.0013, 0.0016, 0.0017, ground
0.9964, 0.0013, 0.0025, 0.0002, ground
0.9966, 0.0013, 0.0016, 0.0016, ground
0.9965, 0.0013, 0.0022, 0.0006, ground
0.9965, 0.0013, 0.0021, 0.0012, ground
0.9965, 0.0013, 0.0021, 0.0012, ground
0.9967, 0.0013, 0.0018, 0.0006, ground
0.9965, 0.0013, 0.0021, 0.0012, ground
0.9966, 0.0013, 0.0021, 0.0003, ground
0.9965, 0.0013, 0.0021, 0.0012, ground
0.9967, 0.0012, 0.0017, 0.0006, ground
0.9968, 0.0012, 0.0013, 0.0017, ground
0.9968, 0.0012, 0.0013, 0.0017, ground
0.9966, 0.0012, 0.002, 0.0007, ground
0.9967, 0.0012, 0.0021, 0.0002, ground
0.9966, 0.0012, 0.002, 0.0006, ground
0.9968, 0.0012, 0.0016, 0.0008, ground
0.9967, 0.0012, 0.0019, 0.0007, ground
0.9967, 0.0012, 0.0018, 0.0008, ground
0.9969, 0.0012, 0.0012, 0.0025, ground
0.9967, 0.0012, 0.0021, 0.0002, ground
0.9968, 0.0012, 0.0017, 0.0006, ground
0.9968, 0.0012, 0.0018, 0.0006, ground
0.9968, 0.0012, 0.0017, 0.0006, ground
0.9968, 0.0012, 0.0019, 0.0003, ground
0.9969, 0.0012, 0.0016, 0.0008, ground
0.9967, 0.0012, 0.0023, 0.0001, ground
0.9968, 0.0012, 0.0017, 0.001, ground
0.9968, 0.0012, 0.0022, 0.0001, ground
0.9969, 0.0012, 0.0016, 0.0007, ground
0.9969, 0.0012, 0.0018, 0.0003, ground
0.9968, 0.0012, 0.0018, 0.0014, ground
0.9968, 0.0012, 0.0018, 0.0013, ground
0.9967, 0.0012, 0.0023, 0.0001, ground
0.9969, 0.0012, 0.0019, 0.0001, ground
0.9969, 0.0012, 0.0019, 0.0002, ground
0.9969, 0.0012, 0.0019, 0.0003, ground
0.9969, 0.0012, 0.0016, 0.0007, ground
0.9968, 0.0012, 0.0021, 0.0, ground
0.9969, 0.0012, 0.0017, 0.0009, ground
0.9968, 0.0011, 0.0022, 0.0002, ground
0.9968, 0.0011, 0.0021, 0.0002, ground
0.9968, 0.0011, 0.0021, 0.0002, ground
0.9968, 0.0011, 0.0021, 0.0003, ground
0.9971, 0.0011, 0.0018, 0.0001, ground
0.9972, 0.0011, 0.001, 0.0018, ground
0.9971, 0.0011, 0.0017, 0.0002, ground
0.9973, 0.0011, 0.0009, 0.0017, ground
0.9971, 0.0011, 0.0018, 0.0001, ground
0.9971, 0.0011, 0.0018, 0.0001, ground
0.9971, 0.0011, 0.0017, 0.0001, ground
0.9971, 0.0011, 0.0018, 0.0001, ground
0.9971, 0.0011, 0.0018, 0.0001, ground
0.9972, 0.0011, 0.0013, 0.0005, ground
0.9971, 0.0011, 0.0017, 0.0001, ground
0.9971, 0.0011, 0.0017, 0.0001, ground
0.9972, 0.0011, 0.0017, 0.0001, ground
0.9972, 0.0011, 0.0017, 0.0001, ground
0.9972, 0.0011, 0.0015, 0.0006, ground
0.9972, 0.0011, 0.0017, 0.0001, ground
0.9972, 0.0011, 0.0014, 0.0007, ground
0.9973, 0.0011, 0.0014, 0.0006, ground
0.9973, 0.0011, 0.0016, 0.0001, ground
0.9973, 0.0011, 0.0016, 0.0002, ground
0.9973, 0.001, 0.0013, 0.0005, ground
0.9972, 0.001, 0.0016, 0.0001, ground
0.9972, 0.001, 0.0016, 0.0003, ground
0.9973, 0.001, 0.0013, 0.0005, ground
0.9973, 0.001, 0.0016, 0.0001, ground
0.9972, 0.001, 0.0016, 0.0003, ground
0.9972, 0.001, 0.0015, 0.0012, ground
0.9972, 0.001, 0.0015, 0.0012, ground
0.9972, 0.001, 0.0017, 0.0006, ground
0.9973, 0.001, 0.0012, 0.0014, ground
0.9972, 0.001, 0.0017, 0.0007, ground
0.9974, 0.001, 0.0014, 0.0001, ground
0.9973, 0.001, 0.0012, 0.0014, ground
0.9972, 0.001, 0.0015, 0.0014, ground
0.9972, 0.001, 0.0017, 0.0006, ground
0.9972, 0.001, 0.0016, 0.0006, ground
0.9974, 0.001, 0.0013, 0.0008, ground
0.9972, 0.001, 0.0016, 0.0006, ground
