@relation  saggedV+AngleChange+NegSeq

@attribute v_sag_1 numeric
@attribute delta_v numeric
@attribute sub_phase_2_1 numeric
@attribute sub_phase_3_2 numeric
@attribute class {ground, line, phase, nofault}
@data
0.9808, 0.0071, 0.0123, 0.0011, ground
0.9809, 0.0071, 0.0123, 0.0011, ground
0.9809, 0.0071, 0.0122, 0.001, ground
0.9809, 0.007, 0.0123, 0.0011, ground
0.9809, 0.007, 0.0123, 0.0011, ground
0.98, 0.007, 0.0148, 0.0019, ground
0.98, 0.007, 0.0148, 0.0019, ground
0.98, 0.007, 0.0148, 0.0019, ground
0.98, 0.007, 0.0148, 0.0019, ground
0.98, 0.007, 0.0152, 0.0015, ground
0.9802, 0.007, 0.0135, 0.0081, ground
0.9805, 0.0069, 0.0141, 0.0006, ground
0.9803, 0.0069, 0.0133, 0.0081, ground
0.9811, 0.0069, 0.0107, 0.0057, ground
0.9813, 0.0069, 0.0114, 0.0021, ground
0.9814, 0.0069, 0.01, 0.0056, ground
0.9804, 0.0069, 0.0134, 0.0037, ground
0.9807, 0.0069, 0.014, 0.0004, ground
0.9814, 0.0069, 0.0114, 0.0021, ground
0.9813, 0.0069, 0.0115, 0.0021, ground
0.9815, 0.0069, 0.01, 0.0056, ground
0.9812, 0.0069, 0.0107, 0.0056, ground
0.9813, 0.0069, 0.0115, 0.0021, ground
0.9815, 0.0069, 0.01, 0.0056, ground
0.9812, 0.0069, 0.0109, 0.0056, ground
0.9815, 0.0069, 0.01, 0.0055, ground
0.9808, 0.0069, 0.0128, 0.0025, ground
0.9812, 0.0069, 0.0109, 0.0054, ground
0.9815, 0.0068, 0.0112, 0.0022, ground
0.9815, 0.0068, 0.0113, 0.0022, ground
0.9804, 0.0068, 0.0146, 0.0017, ground
0.9816, 0.0068, 0.0099, 0.0069, ground
0.9808, 0.0068, 0.0129, 0.0038, ground
0.9816, 0.0068, 0.0099, 0.0069, ground
0.9816, 0.0068, 0.0099, 0.0069, ground
0.9816, 0.0068, 0.0099, 0.0069, ground
0.9807, 0.0067, 0.0145, 0.0015, ground
0.9818, 0.0067, 0.0104, 0.0036, ground
0.9815, 0.0067, 0.0119, 0.0019, ground
0.9815, 0.0067, 0.0119, 0.002, ground
0.982, 0.0067, 0.0101, 0.0034, ground
0.982, 0.0067, 0.0102, 0.0033, ground
0.9821, 0.0067, 0.0101, 0.0034, ground
0.9828, 0.0067, 0.0069, 0.0102, ground
0.9821, 0.0067, 0.0101, 0.0033, ground
0.9829, 0.0067, 0.0068, 0.0103, ground
0.9829, 0.0067, 0.0068, 0.0102, ground
0.9823, 0.0066, 0.0093, 0.0045, ground
0.9829, 0.0066, 0.0069, 0.0101, ground
0.9825, 0.0066, 0.0091, 0.0047, ground
0.9825, 0.0066, 0.0091, 0.0046, ground
0.9811, 0.0066, 0.014, 0.0016, ground
0.9825, 0.0066, 0.0092, 0.0046, ground
0.9839, 0.0066, 0.0049, 0.0091, line
0.9839, 0.0066, 0.0048, 0.0091, line
0.9828, 0.0065, 0.0081, 0.0116, ground
0.9817, 0.0065, 0.0132, 0.0, ground
0.9829, 0.0065, 0.008, 0.0117, ground
0.9817, 0.0065, 0.0133, 0.0, ground
0.9822, 0.0064, 0.0103, 0.0061, ground
0.9844, 0.0064, 0.0045, 0.0091, line
0.9844, 0.0064, 0.0044, 0.0091, line
0.9824, 0.0063, 0.0108, 0.0039, ground
0.9832, 0.0063, 0.0081, 0.0081, ground
0.9833, 0.0063, 0.008, 0.0081, ground
0.9833, 0.0063, 0.008, 0.0081, ground
0.9839, 0.0063, 0.0063, 0.0099, ground
0.9839, 0.0063, 0.0063, 0.0099, ground
0.9833, 0.0063, 0.008, 0.0081, ground
0.9831, 0.0063, 0.0106, 0.001, ground
0.9831, 0.0063, 0.0106, 0.001, ground
0.9823, 0.0062, 0.0131, 0.0002, ground
0.9829, 0.0062, 0.011, 0.0016, ground
0.9828, 0.0062, 0.0112, 0.0014, ground
0.983, 0.0062, 0.0096, 0.0048, ground
0.9824, 0.0062, 0.0131, 0.0002, ground
0.9833, 0.0062, 0.0104, 0.0011, ground
0.9828, 0.0062, 0.012, 0.0003, ground
0.9834, 0.0062, 0.0082, 0.0071, ground
0.9868, 0.0062, 0.0001, 0.0132, line
0.9831, 0.0062, 0.0097, 0.005, ground
0.9828, 0.0062, 0.012, 0.0004, ground
0.9833, 0.0062, 0.0105, 0.001, ground
0.9868, 0.0062, 0.0002, 0.0117, line
0.9868, 0.0062, 0.0001, 0.0117, line
0.9833, 0.0062, 0.0104, 0.001, ground
0.9829, 0.0062, 0.012, 0.0004, ground
0.9831, 0.0062, 0.0096, 0.005, ground
0.9869, 0.0062, 0.0, 0.0131, line
0.9827, 0.0062, 0.0116, 0.0024, ground
0.9827, 0.0062, 0.0116, 0.0024, ground
0.9858, 0.0062, 0.0025, 0.0096, line
0.9834, 0.0062, 0.0105, 0.001, ground
0.9832, 0.0061, 0.0098, 0.0044, ground
0.9859, 0.0061, 0.0025, 0.0096, line
0.9833, 0.0061, 0.0094, 0.005, ground
0.9832, 0.0061, 0.0097, 0.0044, ground
0.9833, 0.0061, 0.0093, 0.0052, ground
0.9833, 0.0061, 0.0096, 0.0044, ground
0.9834, 0.0061, 0.0095, 0.0046, ground
0.983, 0.006, 0.0116, 0.0024, ground
0.983, 0.006, 0.0116, 0.0025, ground
0.9835, 0.006, 0.0099, 0.004, ground
0.9835, 0.006, 0.0098, 0.004, ground
0.9835, 0.006, 0.0098, 0.004, ground
0.9835, 0.006, 0.0098, 0.004, ground
0.9828, 0.006, 0.0126, 0.0019, ground
0.9829, 0.006, 0.012, 0.0032, ground
0.9836, 0.006, 0.0096, 0.004, ground
0.9837, 0.006, 0.0096, 0.0039, ground
0.9829, 0.006, 0.0125, 0.002, ground
0.9837, 0.006, 0.0096, 0.004, ground
0.9837, 0.006, 0.0096, 0.0039, ground
0.9834, 0.0059, 0.0107, 0.0029, ground
0.983, 0.0059, 0.012, 0.0032, ground
0.9835, 0.0059, 0.0106, 0.0029, ground
0.9841, 0.0059, 0.0091, 0.0035, ground
0.9841, 0.0059, 0.0091, 0.0037, ground
0.9859, 0.0059, 0.0038, 0.0081, line
0.9859, 0.0059, 0.0038, 0.008, line
0.984, 0.0058, 0.0098, 0.0031, ground
0.984, 0.0058, 0.0098, 0.0031, ground
0.984, 0.0058, 0.0096, 0.0039, ground
0.9844, 0.0058, 0.009, 0.0028, ground
0.9844, 0.0058, 0.009, 0.0028, ground
0.984, 0.0058, 0.0097, 0.0039, ground
0.9841, 0.0058, 0.0097, 0.0032, ground
0.9841, 0.0058, 0.0097, 0.0032, ground
0.9877, 0.0057, 0.0003, 0.0099, line
0.9877, 0.0057, 0.0004, 0.0099, line
0.9877, 0.0057, 0.0004, 0.0098, line
0.9877, 0.0057, 0.0004, 0.0098, line
0.9842, 0.0057, 0.0093, 0.0047, ground
0.9843, 0.0057, 0.0093, 0.0047, ground
0.9843, 0.0057, 0.0095, 0.0037, ground
0.9844, 0.0057, 0.0093, 0.0038, ground
0.9841, 0.0057, 0.0108, 0.0018, ground
0.9841, 0.0057, 0.0112, 0.0012, ground
0.9841, 0.0057, 0.0108, 0.0017, ground
0.9841, 0.0056, 0.0113, 0.0013, ground
0.9841, 0.0056, 0.0112, 0.0013, ground
0.9842, 0.0056, 0.0108, 0.0017, ground
0.9842, 0.0056, 0.0111, 0.0011, ground
0.9844, 0.0056, 0.0099, 0.003, ground
0.9843, 0.0056, 0.011, 0.001, ground
0.985, 0.0056, 0.0075, 0.0067, ground
0.985, 0.0056, 0.0073, 0.0077, ground
0.9843, 0.0056, 0.0111, 0.0009, ground
0.9844, 0.0056, 0.0099, 0.0029, ground
0.9852, 0.0056, 0.0077, 0.0038, ground
0.9845, 0.0056, 0.0099, 0.0029, ground
0.9845, 0.0056, 0.0098, 0.003, ground
0.9851, 0.0056, 0.0074, 0.0066, ground
0.9876, 0.0056, 0.0014, 0.0093, line
0.9853, 0.0056, 0.0077, 0.0038, ground
0.9846, 0.0056, 0.0098, 0.0029, ground
0.9845, 0.0056, 0.0105, 0.0013, ground
0.9846, 0.0056, 0.0097, 0.0029, ground
0.9876, 0.0055, 0.0015, 0.0092, line
0.9846, 0.0055, 0.0103, 0.0015, ground
0.9854, 0.0055, 0.0075, 0.0039, ground
0.9845, 0.0055, 0.0107, 0.0013, ground
0.9854, 0.0055, 0.0076, 0.0037, ground
0.9854, 0.0055, 0.0075, 0.0038, ground
0.9854, 0.0055, 0.0076, 0.0037, ground
0.9846, 0.0055, 0.0106, 0.0013, ground
0.9852, 0.0055, 0.0079, 0.0055, ground
0.9849, 0.0055, 0.0092, 0.0033, ground
0.9855, 0.0054, 0.0076, 0.005, ground
0.9851, 0.0054, 0.0087, 0.0053, ground
0.9854, 0.0054, 0.0092, 0.001, ground
0.9854, 0.0054, 0.0091, 0.0011, ground
0.9851, 0.0054, 0.0087, 0.0053, ground
0.9854, 0.0054, 0.0092, 0.0011, ground
0.9851, 0.0054, 0.0087, 0.0053, ground
0.9851, 0.0054, 0.0087, 0.0053, ground
0.9855, 0.0054, 0.009, 0.0011, ground
0.9854, 0.0054, 0.0079, 0.0062, ground
0.9886, 0.0054, 0.0002, 0.009, line
0.9886, 0.0054, 0.0002, 0.0091, line
0.9854, 0.0054, 0.0079, 0.0061, ground
0.9855, 0.0053, 0.0076, 0.0055, ground
0.9856, 0.0053, 0.0077, 0.0055, ground
0.9858, 0.0053, 0.0089, 0.0004, ground
0.9885, 0.0053, 0.0005, 0.0098, line
0.9885, 0.0053, 0.0006, 0.0098, line
0.9857, 0.0053, 0.009, 0.001, ground
0.9857, 0.0053, 0.0089, 0.0011, ground
0.9855, 0.0053, 0.0086, 0.0038, ground
0.9851, 0.0053, 0.0103, 0.0025, ground
0.9851, 0.0053, 0.0102, 0.0026, ground
0.9856, 0.0052, 0.0086, 0.0038, ground
0.9857, 0.0052, 0.0079, 0.0059, ground
0.986, 0.0052, 0.0076, 0.0032, ground
0.9857, 0.0052, 0.0078, 0.0059, ground
0.9856, 0.0052, 0.0085, 0.0037, ground
0.9858, 0.0052, 0.0079, 0.0058, ground
0.9857, 0.0052, 0.0084, 0.0037, ground
0.9854, 0.0052, 0.0101, 0.0012, ground
0.9857, 0.0052, 0.0085, 0.0037, ground
0.9857, 0.0052, 0.0085, 0.0037, ground
0.9854, 0.0052, 0.0101, 0.0012, ground
0.9858, 0.0052, 0.0079, 0.0057, ground
0.9858, 0.0052, 0.0078, 0.0058, ground
0.9886, 0.0052, 0.0008, 0.0096, line
0.9858, 0.0052, 0.0079, 0.0057, ground
0.9886, 0.0052, 0.0009, 0.0096, line
0.9861, 0.0052, 0.0074, 0.0044, ground
0.9861, 0.0052, 0.0074, 0.0044, ground
0.9859, 0.0052, 0.0081, 0.0041, ground
0.9861, 0.0051, 0.0074, 0.0045, ground
0.9861, 0.0051, 0.0074, 0.0044, ground
0.986, 0.0051, 0.0075, 0.0055, ground
0.986, 0.0051, 0.0076, 0.0045, ground
0.9861, 0.0051, 0.0074, 0.0044, ground
0.9861, 0.0051, 0.0074, 0.0044, ground
0.9859, 0.0051, 0.008, 0.0043, ground
0.9864, 0.0051, 0.0073, 0.0031, ground
0.9861, 0.0051, 0.0076, 0.0044, ground
0.986, 0.0051, 0.0081, 0.0041, ground
0.986, 0.0051, 0.0085, 0.0025, ground
0.986, 0.0051, 0.0084, 0.0025, ground
0.9861, 0.0051, 0.0076, 0.0043, ground
0.986, 0.0051, 0.0081, 0.0042, ground
0.9882, 0.0051, 0.0023, 0.0078, line
0.9854, 0.0051, 0.0106, 0.0015, ground
0.9854, 0.0051, 0.0106, 0.0014, ground
0.9854, 0.0051, 0.0106, 0.0015, ground
0.9859, 0.0051, 0.0085, 0.0031, ground
0.9862, 0.0051, 0.0086, 0.0013, ground
0.9884, 0.0051, 0.0019, 0.008, line
0.9855, 0.0051, 0.0106, 0.0014, ground
0.9863, 0.0051, 0.0071, 0.0048, ground
0.9875, 0.0051, 0.0039, 0.0069, line
0.9856, 0.0051, 0.0109, 0.0003, ground
0.9856, 0.0051, 0.0109, 0.0004, ground
0.9856, 0.0051, 0.0108, 0.0003, ground
0.9864, 0.0051, 0.007, 0.0048, ground
0.9862, 0.0051, 0.0076, 0.0042, ground
0.9856, 0.0051, 0.0109, 0.0003, ground
0.9857, 0.0051, 0.0096, 0.0027, ground
0.9867, 0.0051, 0.006, 0.0068, ground
0.9863, 0.0051, 0.0075, 0.0043, ground
0.9867, 0.0051, 0.006, 0.0068, ground
0.9868, 0.005, 0.006, 0.0067, ground
0.9868, 0.005, 0.006, 0.0067, ground
0.9863, 0.005, 0.0076, 0.0047, ground
0.9868, 0.005, 0.006, 0.0067, ground
0.9868, 0.005, 0.006, 0.0067, ground
0.986, 0.005, 0.0092, 0.0029, ground
0.9866, 0.005, 0.0076, 0.0027, ground
0.9866, 0.005, 0.0082, 0.0012, ground
0.9866, 0.005, 0.0076, 0.0028, ground
0.9867, 0.0049, 0.0074, 0.0028, ground
0.9868, 0.0049, 0.0071, 0.0039, ground
0.9867, 0.0049, 0.0075, 0.0027, ground
0.9868, 0.0049, 0.0071, 0.0038, ground
0.9868, 0.0049, 0.0071, 0.0037, ground
0.9867, 0.0049, 0.0082, 0.0018, ground
0.9871, 0.0049, 0.0061, 0.0061, ground
0.9868, 0.0049, 0.0072, 0.0036, ground
0.9869, 0.0049, 0.0068, 0.0051, ground
0.9867, 0.0049, 0.0082, 0.0018, ground
0.9869, 0.0049, 0.0067, 0.0051, ground
0.9866, 0.0048, 0.0081, 0.0031, ground
0.9867, 0.0048, 0.008, 0.0032, ground
0.9867, 0.0048, 0.0081, 0.0031, ground
0.9868, 0.0048, 0.0081, 0.0026, ground
0.9868, 0.0048, 0.0081, 0.0026, ground
0.987, 0.0047, 0.0081, 0.002, ground
0.987, 0.0047, 0.0081, 0.0021, ground
0.9878, 0.0047, 0.0051, 0.0064, ground
0.9871, 0.0047, 0.0081, 0.002, ground
0.9871, 0.0047, 0.008, 0.0021, ground
0.9898, 0.0046, 0.001, 0.0073, line
0.9872, 0.0046, 0.0085, 0.001, ground
0.9872, 0.0046, 0.0085, 0.0011, ground
0.9873, 0.0046, 0.0085, 0.0011, ground
0.9873, 0.0046, 0.0086, 0.001, ground
0.9877, 0.0046, 0.0066, 0.0034, ground
0.9899, 0.0046, 0.001, 0.007, line
0.9881, 0.0046, 0.0052, 0.0066, ground
0.988, 0.0046, 0.0054, 0.0071, ground
0.9878, 0.0046, 0.0066, 0.0032, ground
0.9879, 0.0045, 0.0072, 0.0011, ground
0.9879, 0.0045, 0.0071, 0.0011, ground
0.9881, 0.0045, 0.0054, 0.0071, ground
0.9882, 0.0045, 0.0052, 0.0071, ground
0.9882, 0.0045, 0.0053, 0.0071, ground
0.9882, 0.0045, 0.0053, 0.007, ground
0.9882, 0.0045, 0.0053, 0.007, ground
0.9879, 0.0044, 0.0075, 0.0018, ground
0.9879, 0.0044, 0.0075, 0.0018, ground
0.9879, 0.0044, 0.0074, 0.0018, ground
0.9876, 0.0043, 0.0091, 0.0013, ground
0.9886, 0.0043, 0.0052, 0.0057, ground
0.9886, 0.0043, 0.0052, 0.0056, ground
0.9876, 0.0043, 0.0091, 0.0013, ground
0.988, 0.0043, 0.0084, 0.0002, ground
0.9881, 0.0043, 0.0077, 0.0014, ground
0.9885, 0.0043, 0.0072, 0.0, ground
0.9885, 0.0043, 0.0072, 0.0001, ground
0.9881, 0.0043, 0.0077, 0.0014, ground
0.9881, 0.0043, 0.0083, 0.0002, ground
0.9881, 0.0043, 0.0077, 0.0014, ground
0.9886, 0.0043, 0.0072, 0.0, ground
0.9882, 0.0043, 0.0077, 0.0014, ground
0.9886, 0.0043, 0.0072, 0.0, ground
0.9886, 0.0043, 0.0071, 0.0001, ground
0.9887, 0.0043, 0.0071, 0.0001, ground
0.9882, 0.0043, 0.0072, 0.0023, ground
0.9882, 0.0043, 0.0074, 0.0021, ground
0.9882, 0.0043, 0.0074, 0.0021, ground
0.9883, 0.0042, 0.0071, 0.0024, ground
0.9888, 0.0042, 0.0058, 0.0031, ground
0.9887, 0.0042, 0.0059, 0.0033, ground
0.989, 0.0042, 0.0047, 0.0055, ground
0.9891, 0.0042, 0.0047, 0.0055, ground
0.9901, 0.0042, 0.0024, 0.0062, line
0.9884, 0.0042, 0.0077, 0.0011, ground
0.9884, 0.0042, 0.0078, 0.0011, ground
0.9901, 0.0042, 0.0024, 0.0062, line
0.9901, 0.0042, 0.0024, 0.0062, line
0.9901, 0.0042, 0.0024, 0.0062, line
0.9884, 0.0042, 0.0078, 0.0011, ground
0.9885, 0.0041, 0.0078, 0.001, ground
0.989, 0.0041, 0.0054, 0.0038, ground
0.9891, 0.0041, 0.0056, 0.0036, ground
0.9912, 0.0041, 0.0005, 0.0064, line
0.9913, 0.0041, 0.0003, 0.0065, line
0.9907, 0.0041, 0.0015, 0.0064, line
0.9908, 0.004, 0.0014, 0.0064, line
0.9908, 0.004, 0.0014, 0.0064, line
0.9914, 0.004, 0.0003, 0.0064, line
0.9914, 0.004, 0.0004, 0.0064, line
0.9893, 0.004, 0.0054, 0.0038, ground
0.989, 0.004, 0.0068, 0.0022, ground
0.9906, 0.004, 0.0023, 0.0057, line
0.9906, 0.004, 0.0023, 0.0057, line
0.9906, 0.004, 0.0023, 0.0056, line
0.9891, 0.004, 0.0067, 0.0022, ground
0.9895, 0.0039, 0.0052, 0.0038, ground
0.9906, 0.0039, 0.0024, 0.0057, line
0.9889, 0.0039, 0.0081, 0.0005, ground
0.991, 0.0039, 0.0016, 0.0062, line
0.9915, 0.0039, 0.0005, 0.0078, line
0.991, 0.0039, 0.0016, 0.0062, line
0.9901, 0.0039, 0.0038, 0.0049, line
0.9889, 0.0039, 0.0082, 0.0004, ground
0.9901, 0.0039, 0.0038, 0.0049, line
0.9901, 0.0039, 0.0038, 0.0048, line
0.9901, 0.0039, 0.0038, 0.0049, line
0.989, 0.0039, 0.0081, 0.0005, ground
0.989, 0.0039, 0.0081, 0.0005, ground
0.9901, 0.0039, 0.0038, 0.0048, line
0.9902, 0.0039, 0.0038, 0.0047, line
0.9892, 0.0039, 0.0076, 0.0004, ground
0.9916, 0.0039, 0.0004, 0.0078, line
0.9892, 0.0039, 0.0076, 0.0005, ground
0.9892, 0.0039, 0.0077, 0.0003, ground
0.9893, 0.0039, 0.0074, 0.0001, ground
0.9894, 0.0039, 0.0062, 0.0035, ground
0.9893, 0.0039, 0.0076, 0.0, ground
0.9894, 0.0038, 0.0073, 0.0002, ground
0.9894, 0.0038, 0.0074, 0.0, ground
0.9892, 0.0038, 0.0077, 0.0003, ground
0.9915, 0.0038, 0.0009, 0.0065, line
0.9915, 0.0038, 0.0008, 0.0064, line
0.9915, 0.0038, 0.0008, 0.0064, line
0.9916, 0.0038, 0.0008, 0.0064, line
0.9896, 0.0038, 0.0064, 0.0016, ground
0.9902, 0.0038, 0.004, 0.0057, ground
0.9899, 0.0038, 0.0051, 0.0043, ground
0.9899, 0.0038, 0.0051, 0.0043, ground
0.9903, 0.0038, 0.0039, 0.0058, ground
0.9903, 0.0038, 0.004, 0.0058, ground
0.9913, 0.0037, 0.0017, 0.0055, line
0.9903, 0.0037, 0.004, 0.0058, ground
0.9903, 0.0037, 0.004, 0.0057, ground
0.9913, 0.0037, 0.0018, 0.0054, line
0.9903, 0.0037, 0.004, 0.0057, ground
0.9897, 0.0037, 0.0068, 0.0008, ground
0.9898, 0.0037, 0.0061, 0.0023, ground
0.9898, 0.0037, 0.0061, 0.0023, ground
0.9897, 0.0037, 0.0068, 0.0008, ground
0.9898, 0.0037, 0.006, 0.0024, ground
0.9898, 0.0037, 0.0061, 0.0024, ground
0.9898, 0.0037, 0.0067, 0.0011, ground
0.9898, 0.0037, 0.0068, 0.0012, ground
0.9903, 0.0037, 0.0044, 0.005, ground
0.9899, 0.0037, 0.0069, 0.0006, ground
0.9904, 0.0037, 0.0044, 0.0048, ground
0.9902, 0.0036, 0.0054, 0.0026, ground
0.9899, 0.0036, 0.0068, 0.0006, ground
0.9896, 0.0036, 0.0076, 0.0008, ground
0.9905, 0.0036, 0.0043, 0.005, ground
0.9897, 0.0036, 0.0076, 0.0007, ground
0.9905, 0.0036, 0.0041, 0.005, ground
0.9905, 0.0036, 0.0044, 0.004, ground
0.9897, 0.0036, 0.0076, 0.0007, ground
0.9905, 0.0036, 0.0044, 0.004, ground
0.9897, 0.0036, 0.0076, 0.0008, ground
0.9901, 0.0036, 0.0065, 0.0007, ground
0.9904, 0.0036, 0.0053, 0.002, ground
0.9903, 0.0036, 0.0054, 0.002, ground
0.9901, 0.0036, 0.0065, 0.0007, ground
0.9904, 0.0036, 0.0051, 0.002, ground
0.9901, 0.0036, 0.0063, 0.001, ground
0.9901, 0.0036, 0.0062, 0.0016, ground
0.9901, 0.0036, 0.0061, 0.0017, ground
0.9905, 0.0036, 0.0051, 0.002, ground
0.9913, 0.0036, 0.0026, 0.0042, line
0.9905, 0.0036, 0.005, 0.0021, ground
0.9905, 0.0036, 0.0051, 0.0021, ground
0.9914, 0.0036, 0.0025, 0.0043, line
0.9902, 0.0036, 0.006, 0.0016, ground
0.9899, 0.0036, 0.0077, 0.0, ground
0.9899, 0.0036, 0.0076, 0.0001, ground
0.9918, 0.0036, 0.0016, 0.0053, line
0.9899, 0.0036, 0.0076, 0.0, ground
0.9918, 0.0036, 0.0016, 0.0053, line
0.9903, 0.0036, 0.006, 0.0016, ground
0.9918, 0.0035, 0.0016, 0.0053, line
0.9902, 0.0035, 0.0063, 0.001, ground
0.9899, 0.0035, 0.0076, 0.0001, ground
0.9918, 0.0035, 0.0016, 0.0052, line
0.9904, 0.0035, 0.0059, 0.0014, ground
0.9918, 0.0035, 0.0018, 0.0049, line
0.9904, 0.0035, 0.0059, 0.0014, ground
0.9901, 0.0035, 0.0067, 0.0017, ground
0.9901, 0.0035, 0.0068, 0.0016, ground
0.9915, 0.0035, 0.0024, 0.0048, line
0.9901, 0.0035, 0.0067, 0.0016, ground
0.9901, 0.0035, 0.0067, 0.0016, ground
0.9903, 0.0035, 0.0065, 0.001, ground
0.9905, 0.0035, 0.0056, 0.0024, ground
0.9903, 0.0035, 0.0065, 0.001, ground
0.9919, 0.0035, 0.0018, 0.0049, line
0.9916, 0.0035, 0.0023, 0.0049, line
0.9904, 0.0035, 0.0066, 0.0002, ground
0.9904, 0.0035, 0.0066, 0.0002, ground
0.9904, 0.0035, 0.0062, 0.0017, ground
0.9904, 0.0034, 0.0062, 0.0017, ground
0.9908, 0.0034, 0.0049, 0.0029, ground
0.9904, 0.0034, 0.0062, 0.0017, ground
0.9904, 0.0034, 0.0062, 0.0017, ground
0.9908, 0.0034, 0.0049, 0.0029, ground
0.9908, 0.0034, 0.0054, 0.0015, ground
0.9917, 0.0034, 0.0026, 0.0045, line
0.9906, 0.0034, 0.0065, 0.0007, ground
0.9906, 0.0034, 0.0065, 0.0007, ground
0.9916, 0.0034, 0.0028, 0.0043, line
0.9916, 0.0033, 0.0031, 0.005, ground
0.991, 0.0033, 0.0055, 0.0013, ground
0.9907, 0.0033, 0.0063, 0.001, ground
0.9916, 0.0033, 0.0032, 0.0049, ground
0.9907, 0.0033, 0.0063, 0.001, ground
0.9905, 0.0033, 0.0073, 0.0, ground
0.9906, 0.0033, 0.0072, 0.0, ground
0.9909, 0.0033, 0.0059, 0.0006, ground
0.9908, 0.0033, 0.0063, 0.001, ground
0.9909, 0.0033, 0.0059, 0.0006, ground
0.9906, 0.0033, 0.0072, 0.0, ground
0.9906, 0.0033, 0.0072, 0.0001, ground
0.9914, 0.0033, 0.0038, 0.0035, line
0.9908, 0.0033, 0.0062, 0.001, ground
0.9908, 0.0033, 0.0061, 0.0014, ground
0.9912, 0.0033, 0.0045, 0.0034, ground
0.9908, 0.0033, 0.0061, 0.0014, ground
0.9912, 0.0033, 0.0045, 0.0032, ground
0.9917, 0.0033, 0.003, 0.0049, ground
0.9917, 0.0033, 0.0031, 0.0048, ground
0.9909, 0.0033, 0.0063, 0.0003, ground
0.9911, 0.0033, 0.005, 0.0029, line
0.9912, 0.0033, 0.0049, 0.0016, line
0.9912, 0.0033, 0.0054, 0.001, ground
0.9922, 0.0033, 0.0021, 0.0043, line
0.991, 0.0032, 0.0063, 0.0003, ground
0.991, 0.0032, 0.0055, 0.0028, ground
0.9909, 0.0032, 0.0058, 0.0019, ground
0.9922, 0.0032, 0.002, 0.0043, line
0.9909, 0.0032, 0.0058, 0.0018, ground
0.991, 0.0032, 0.006, 0.0007, ground
0.9911, 0.0032, 0.006, 0.0005, ground
0.9911, 0.0032, 0.006, 0.0005, ground
0.9912, 0.0032, 0.0054, 0.0009, ground
0.9912, 0.0032, 0.0054, 0.001, ground
0.991, 0.0032, 0.0055, 0.0023, ground
0.9913, 0.0032, 0.0054, 0.001, ground
0.9911, 0.0032, 0.0059, 0.0006, ground
0.9918, 0.0032, 0.0038, 0.0019, ground
0.9916, 0.0032, 0.0039, 0.0032, ground
0.9918, 0.0032, 0.0037, 0.0019, ground
0.9911, 0.0032, 0.0055, 0.0023, ground
0.9923, 0.0032, 0.0022, 0.0039, line
0.9912, 0.0032, 0.0056, 0.0014, ground
0.9924, 0.0032, 0.0021, 0.004, line
0.9917, 0.0032, 0.0038, 0.0044, ground
0.9916, 0.0032, 0.0038, 0.0044, ground
0.9914, 0.0032, 0.0045, 0.0042, ground
0.9914, 0.0032, 0.0047, 0.0039, ground
0.9914, 0.0032, 0.0048, 0.0038, ground
0.9912, 0.0031, 0.006, 0.0013, ground
0.9913, 0.0031, 0.0055, 0.0014, ground
0.9917, 0.0031, 0.0041, 0.0037, line
0.9931, 0.0031, 0.0006, 0.0052, line
0.9931, 0.0031, 0.0005, 0.0053, line
0.9914, 0.0031, 0.0048, 0.0033, ground
0.9912, 0.0031, 0.0059, 0.0013, ground
0.9919, 0.0031, 0.0037, 0.0039, ground
0.9921, 0.0031, 0.0032, 0.0042, ground
0.9925, 0.0031, 0.0023, 0.0042, line
0.9925, 0.0031, 0.0023, 0.0042, line
0.9915, 0.0031, 0.0055, 0.0011, ground
0.9915, 0.0031, 0.0055, 0.0011, ground
0.9921, 0.003, 0.0032, 0.0041, ground
0.9917, 0.003, 0.005, 0.0017, ground
0.9918, 0.003, 0.0042, 0.0034, ground
0.9917, 0.003, 0.0051, 0.0017, ground
0.9919, 0.003, 0.0045, 0.002, ground
0.992, 0.003, 0.004, 0.0035, ground
0.9928, 0.003, 0.0018, 0.0043, line
0.9929, 0.003, 0.0018, 0.0044, line
0.9915, 0.003, 0.0062, 0.0004, ground
0.9917, 0.003, 0.0055, 0.0009, ground
0.9917, 0.003, 0.0055, 0.001, ground
0.9919, 0.003, 0.0048, 0.0012, ground
0.9929, 0.003, 0.0017, 0.0043, line
0.9916, 0.003, 0.0061, 0.0004, ground
0.9929, 0.003, 0.0017, 0.0043, line
0.992, 0.003, 0.0048, 0.0012, ground
0.9921, 0.003, 0.0038, 0.0039, ground
0.9921, 0.003, 0.0048, 0.0005, ground
0.9921, 0.003, 0.0038, 0.004, ground
0.9921, 0.003, 0.0041, 0.002, ground
0.9921, 0.0029, 0.0045, 0.0015, ground
0.9921, 0.0029, 0.0045, 0.0015, ground
0.9921, 0.0029, 0.004, 0.0034, ground
0.9931, 0.0029, 0.0016, 0.0042, line
0.9931, 0.0029, 0.0016, 0.0041, line
0.9921, 0.0029, 0.0045, 0.0021, ground
0.9922, 0.0029, 0.0041, 0.0032, ground
0.992, 0.0029, 0.0054, 0.0006, ground
0.9921, 0.0029, 0.0049, 0.0013, ground
0.9921, 0.0029, 0.0052, 0.0008, ground
0.9921, 0.0029, 0.0049, 0.0012, ground
